Year,First Name,County,Sex,Count
2007,SAVANNAH,SUFFOLK,F,24
2007,SAVANNAH,SCHENECTADY,F,5
2007,SAVANNAH,KINGS,F,28
2007,SAVANNAH,ERIE,F,17
2007,SAVANNAH,NIAGARA,F,7
2007,SAVANNAH,NEW YORK,F,10
2007,SAVANNA,ORANGE,F,5
2007,SAUL,ROCKLAND,M,5
2007,SAUL,WESTCHESTER,M,5
2007,SASHA,SUFFOLK,F,8
2007,SASHA,WESTCHESTER,F,9
2007,SASHA,NEW YORK,F,15
2007,SASHA,NASSAU,F,6
2007,SASHA,KINGS,F,14
2007,SARAI,BRONX,F,10
2007,SARAI,SUFFOLK,F,7
2007,SARAI,KINGS,F,12
2007,SARAH,ALBANY,F,12
2007,SARAH,DUTCHESS,F,12
2007,SARAH,ROCKLAND,F,27
2007,SARAH,KINGS,F,170
2007,SARAH,ONEIDA,F,6
2007,SARAH,RENSSELAER,F,5
2007,SARAH,MONROE,F,29
2007,SARAH,CHAUTAUQUA,F,5
2007,SARAH,ONONDAGA,F,13
2007,SARAH,ERIE,F,21
2007,SARAH,ORANGE,F,23
2007,SARAH,NIAGARA,F,8
2007,SARAH,BRONX,F,34
2007,SARAH,ULSTER,F,6
2007,SARAH,NEW YORK,F,41
2007,SARAH,SUFFOLK,F,64
2007,SARAH,NASSAU,F,56
2007,SARAH,SCHENECTADY,F,6
2007,SARAH,OSWEGO,F,5
2007,SARAH,RICHMOND,F,16
2007,SARAH,QUEENS,F,111
2007,SARAH,BROOME,F,5
2007,SARAH,WESTCHESTER,F,37
2007,SARAH,SARATOGA,F,14
2007,SARA,WESTCHESTER,F,23
2007,SARA,ERIE,F,10
2007,SARA,NEW YORK,F,27
2007,SARA,NASSAU,F,25
2007,SARA,ORANGE,F,12
2007,SARA,BRONX,F,16
2007,SARA,SUFFOLK,F,23
2007,SARA,ONONDAGA,F,6
2007,SARA,ROCKLAND,F,18
2007,SARA,QUEENS,F,52
2007,SARA,KINGS,F,106
2007,SARA,MONROE,F,5
2007,SANTIAGO,QUEENS,M,15
2007,SANTIAGO,SUFFOLK,M,6
2007,SANTIAGO,WESTCHESTER,M,5
2007,SANTANA,ERIE,M,5
2007,SANIYAH,KINGS,F,10
2007,SANIYA,KINGS,F,18
2007,SANDRA,QUEENS,F,11
2007,SANAA,QUEENS,F,11
2007,SANAA,KINGS,F,11
2007,SAMUEL,SCHENECTADY,M,5
2007,SAMUEL,CHEMUNG,M,5
2007,SAMUEL,NEW YORK,M,68
2007,SAMUEL,DUTCHESS,M,8
2007,SAMUEL,RENSSELAER,M,5
2007,SAMUEL,ULSTER,M,7
2007,SAMUEL,ONONDAGA,M,15
2007,SAMUEL,SARATOGA,M,14
2007,SAMUEL,QUEENS,M,71
2007,SAMUEL,KINGS,M,112
2007,SAMUEL,ALBANY,M,19
2007,SAMUEL,NIAGARA,M,6
2007,SAMUEL,ROCKLAND,M,18
2007,SAMUEL,BRONX,M,35
2007,SAMUEL,MONROE,M,32
2007,SAMUEL,ONEIDA,M,9
2007,SAMUEL,NASSAU,M,35
2007,SAMUEL,OTSEGO,M,5
2007,SAMUEL,BROOME,M,12
2007,SAMUEL,JEFFERSON,M,9
2007,SAMUEL,ORANGE,M,16
2007,SAMUEL,WESTCHESTER,M,31
2007,SAMUEL,SUFFOLK,M,44
2007,SAMUEL,TOMPKINS,M,7
2007,SAMUEL,ERIE,M,39
2007,SAMARA,SUFFOLK,F,5
2007,SAMANTHA,PUTNAM,F,6
2007,SAMANTHA,ROCKLAND,F,18
2007,SAMANTHA,MONROE,F,25
2007,SAMANTHA,SARATOGA,F,12
2007,SAMANTHA,RICHMOND,F,31
2007,SAMANTHA,NASSAU,F,93
2007,SAMANTHA,RENSSELAER,F,5
2007,SAMANTHA,BRONX,F,53
2007,SAMANTHA,KINGS,F,75
2007,SAMANTHA,SCHENECTADY,F,7
2007,SAMANTHA,NEW YORK,F,67
2007,SAMANTHA,SUFFOLK,F,96
2007,SAMANTHA,NIAGARA,F,9
2007,SAMANTHA,ERIE,F,45
2007,SAMANTHA,ONEIDA,F,8
2007,SAMANTHA,WESTCHESTER,F,45
2007,SAMANTHA,ONONDAGA,F,15
2007,SAMANTHA,WAYNE,F,5
2007,SAMANTHA,ULSTER,F,6
2007,SAMANTHA,ORANGE,F,20
2007,SAMANTHA,QUEENS,F,91
2007,SAMANTHA,DUTCHESS,F,7
2007,SAMANTA,WESTCHESTER,F,5
2007,SAM,KINGS,M,14
2007,SAM,WESTCHESTER,M,5
2007,SALVATORE,RICHMOND,M,10
2007,SALVATORE,SUFFOLK,M,17
2007,SALVATORE,WESTCHESTER,M,5
2007,SADIE,ORANGE,F,5
2007,SADIE,NEW YORK,F,14
2007,SADIE,NASSAU,F,13
2007,SADIE,ERIE,F,5
2007,SADIE,KINGS,F,12
2007,SADIE,MONROE,F,9
2007,SADIE,SUFFOLK,F,13
2007,SADIE,WESTCHESTER,F,9
2007,SABRINA,MONROE,F,6
2007,SABRINA,QUEENS,F,26
2007,SABRINA,WESTCHESTER,F,19
2007,SABRINA,SUFFOLK,F,18
2007,SABRINA,KINGS,F,18
2007,SABRINA,NEW YORK,F,11
2007,SABRINA,NASSAU,F,15
2007,SABRINA,ORANGE,F,5
2007,RYLEIGH,SUFFOLK,F,5
2007,RYLEE,ERIE,F,6
2007,RYLEE,SUFFOLK,F,5
2007,RYAN,CATTARAUGUS,M,6
2007,RYAN,CAYUGA,M,5
2007,RYAN,ROCKLAND,M,23
2007,RYAN,SUFFOLK,M,159
2007,RYAN,BROOME,M,13
2007,RYAN,OTSEGO,M,5
2007,RYAN,CHAUTAUQUA,M,7
2007,RYAN,ALBANY,M,23
2007,RYAN,MADISON,M,12
2007,RYAN,RICHMOND,M,40
2007,RYAN,ORANGE,M,35
2007,RYAN,MONROE,M,63
2007,RYAN,PUTNAM,M,10
2007,RYAN,CHEMUNG,M,5
2007,RYAN,RENSSELAER,M,10
2007,RYAN,SARATOGA,M,15
2007,RYAN,CHENANGO,M,6
2007,RYAN,OSWEGO,M,9
2007,RYAN,NASSAU,M,121
2007,RYAN,ONTARIO,M,11
2007,RYAN,ULSTER,M,14
2007,RYAN,WARREN,M,5
2007,RYAN,ONONDAGA,M,46
2007,RYAN,SCHENECTADY,M,15
2007,RYAN,WAYNE,M,10
2007,RYAN,DUTCHESS,M,24
2007,RYAN,ONEIDA,M,8
2007,RYAN,SUFFOLK,F,10
2007,RYAN,STEUBEN,M,6
2007,RYAN,ERIE,M,79
2007,RYAN,NEW YORK,M,95
2007,RYAN,NIAGARA,M,12
2007,RYAN,QUEENS,M,158
2007,RYAN,KINGS,M,138
2007,RYAN,WESTCHESTER,M,73
2007,RYAN,BRONX,M,77
2007,RUTH,SUFFOLK,F,5
2007,RUTH,WESTCHESTER,F,5
2007,RUTH,KINGS,F,11
2007,RUBY,WESTCHESTER,F,6
2007,RUBY,SUFFOLK,F,6
2007,RUBY,NEW YORK,F,23
2007,RUBY,QUEENS,F,12
2007,RUBY,KINGS,F,14
2007,RUBEN,BRONX,M,16
2007,ROWAN,SUFFOLK,M,5
2007,ROSEMARY,BRONX,F,12
2007,ROSE,KINGS,F,20
2007,ROSE,NASSAU,F,8
2007,ROSE,QUEENS,F,13
2007,ROSA,KINGS,F,11
2007,ROSA,SUFFOLK,F,5
2007,RONAN,WESTCHESTER,M,6
2007,RONALD,SUFFOLK,M,7
2007,RONALD,BRONX,M,10
2007,RONALD,ERIE,M,6
2007,RONALD,NASSAU,M,6
2007,RONALD,QUEENS,M,11
2007,RONALD,KINGS,M,12
2007,ROMAN,MONROE,M,5
2007,ROMAN,NEW YORK,M,11
2007,ROMAN,SUFFOLK,M,6
2007,ROMAN,WESTCHESTER,M,6
2007,ROHAN,WESTCHESTER,M,6
2007,ROGER,KINGS,M,10
2007,RODRIGO,SUFFOLK,M,6
2007,ROCHEL,KINGS,F,20
2007,ROCHEL,ROCKLAND,F,8
2007,ROCCO,WESTCHESTER,M,8
2007,ROCCO,SUFFOLK,M,7
2007,ROBERTO,QUEENS,M,13
2007,ROBERTO,NASSAU,M,5
2007,ROBERTO,KINGS,M,10
2007,ROBERTO,BRONX,M,14
2007,ROBERT,MONROE,M,23
2007,ROBERT,RICHMOND,M,26
2007,ROBERT,ORANGE,M,11
2007,ROBERT,ONONDAGA,M,19
2007,ROBERT,RENSSELAER,M,5
2007,ROBERT,ERIE,M,36
2007,ROBERT,NIAGARA,M,6
2007,ROBERT,WESTCHESTER,M,19
2007,ROBERT,SULLIVAN,M,5
2007,ROBERT,DUTCHESS,M,9
2007,ROBERT,ONEIDA,M,7
2007,ROBERT,SUFFOLK,M,72
2007,ROBERT,NASSAU,M,46
2007,ROBERT,ALBANY,M,11
2007,ROBERT,QUEENS,M,46
2007,ROBERT,NEW YORK,M,33
2007,ROBERT,KINGS,M,37
2007,ROBERT,BROOME,M,10
2007,ROBERT,SCHOHARIE,M,5
2007,ROBERT,STEUBEN,M,7
2007,ROBERT,ULSTER,M,6
2007,ROBERT,BRONX,M,23
2007,ROBERT,CHAUTAUQUA,M,5
2007,ROBERT,SARATOGA,M,5
2007,ROBERT,ROCKLAND,M,7
2007,RIVKY,ROCKLAND,F,7
2007,RIVKY,KINGS,F,37
2007,RIVKAH,KINGS,F,10
2007,RIVKA,KINGS,F,67
2007,RIVKA,ORANGE,F,13
2007,RIVKA,ROCKLAND,F,27
2007,RITA,KINGS,F,13
2007,RILEY,ORANGE,F,9
2007,RILEY,ULSTER,F,7
2007,RILEY,WESTCHESTER,F,15
2007,RILEY,NEW YORK,F,13
2007,RILEY,NASSAU,F,25
2007,RILEY,OSWEGO,F,7
2007,RILEY,RENSSELAER,F,5
2007,RILEY,SUFFOLK,M,12
2007,RILEY,SCHENECTADY,F,5
2007,RILEY,SARATOGA,F,5
2007,RILEY,ONONDAGA,F,8
2007,RILEY,ERIE,M,8
2007,RILEY,MONROE,F,16
2007,RILEY,ERIE,F,17
2007,RILEY,SUFFOLK,F,27
2007,RILEY,ALBANY,F,5
2007,RILEY,ONONDAGA,M,10
2007,RILEY,MONROE,M,11
2007,RILEY,DUTCHESS,F,8
2007,RILEY,NASSAU,M,7
2007,RILEY,WAYNE,M,5
2007,RIHANNA,BRONX,F,13
2007,RIHANNA,QUEENS,F,11
2007,RIHANNA,KINGS,F,16
2007,RIFKY,KINGS,F,11
2007,RICKY,KINGS,M,17
2007,RICHARD,NASSAU,M,18
2007,RICHARD,ORANGE,M,8
2007,RICHARD,WESTCHESTER,M,17
2007,RICHARD,ERIE,M,20
2007,RICHARD,QUEENS,M,42
2007,RICHARD,SUFFOLK,M,32
2007,RICHARD,KINGS,M,46
2007,RICHARD,ONONDAGA,M,6
2007,RICHARD,MONROE,M,9
2007,RICHARD,RICHMOND,M,18
2007,RICHARD,NEW YORK,M,18
2007,RICHARD,BRONX,M,32
2007,RICARDO,NASSAU,M,7
2007,RICARDO,QUEENS,M,16
2007,RICARDO,WESTCHESTER,M,8
2007,RICARDO,BRONX,M,19
2007,RICARDO,KINGS,M,15
2007,REESE,NASSAU,F,6
2007,REESE,SUFFOLK,F,13
2007,REBECCA,QUEENS,F,28
2007,REBECCA,NEW YORK,F,21
2007,REBECCA,CHEMUNG,F,5
2007,REBECCA,SUFFOLK,F,17
2007,REBECCA,ERIE,F,8
2007,REBECCA,NASSAU,F,28
2007,REBECCA,WESTCHESTER,F,15
2007,REBECCA,KINGS,F,36
2007,REAGAN,NASSAU,F,5
2007,RAYMOND,NASSAU,M,8
2007,RAYMOND,WESTCHESTER,M,9
2007,RAYMOND,NEW YORK,M,12
2007,RAYMOND,BRONX,M,21
2007,RAYMOND,QUEENS,M,27
2007,RAYMOND,SUFFOLK,M,20
2007,RAYMOND,KINGS,M,36
2007,RAUL,KINGS,M,11
2007,RAQUEL,QUEENS,F,10
2007,RAQUEL,SUFFOLK,F,5
2007,RANDY,KINGS,M,17
2007,RANDY,QUEENS,M,16
2007,RANDY,WESTCHESTER,M,7
2007,RAIZY,KINGS,F,29
2007,RAIZY,ROCKLAND,F,5
2007,RAIZEL,ROCKLAND,F,5
2007,RAIZEL,KINGS,F,12
2007,RAFAEL,QUEENS,M,15
2007,RAFAEL,WESTCHESTER,M,10
2007,RAFAEL,BRONX,M,23
2007,RAFAEL,NEW YORK,M,13
2007,RAFAEL,ROCKLAND,M,5
2007,RAFAEL,MONROE,M,5
2007,RAFAEL,SUFFOLK,M,6
2007,RAFAEL,KINGS,M,20
2007,RACHEL,ERIE,F,11
2007,RACHEL,NEW YORK,F,36
2007,RACHEL,MONROE,F,12
2007,RACHEL,SUFFOLK,F,20
2007,RACHEL,WESTCHESTER,F,11
2007,RACHEL,QUEENS,F,56
2007,RACHEL,KINGS,F,199
2007,RACHEL,ORANGE,F,25
2007,RACHEL,ROCKLAND,F,26
2007,RACHEL,NASSAU,F,35
2007,RACHAEL,MONROE,F,5
2007,RACHAEL,ERIE,F,5
2007,RACHAEL,QUEENS,F,13
2007,RACHAEL,SUFFOLK,F,6
2007,RACHAEL,WESTCHESTER,F,11
2007,QUINN,MONROE,M,6
2007,QUINN,WESTCHESTER,M,6
2007,QUINN,ERIE,M,5
2007,QUINN,NASSAU,M,6
2007,PRINCE,KINGS,M,11
2007,PRESTON,KINGS,M,14
2007,PRESTON,MONROE,M,6
2007,PRESTON,QUEENS,M,13
2007,PRESTON,ERIE,M,7
2007,PRESTON,SUFFOLK,M,6
2007,PRECIOUS,BRONX,F,11
2007,PIPER,SUFFOLK,F,5
2007,PINCHAS,KINGS,M,19
2007,PHOENIX,MONROE,M,5
2007,PHOEBE,KINGS,F,12
2007,PHOEBE,NEW YORK,F,26
2007,PHOEBE,WESTCHESTER,F,5
2007,PHOEBE,NASSAU,F,6
2007,PHILIP,RICHMOND,M,10
2007,PHILIP,KINGS,M,14
2007,PHILIP,SUFFOLK,M,9
2007,PHILIP,NASSAU,M,5
2007,PHILIP,WESTCHESTER,M,5
2007,PHILIP,NEW YORK,M,11
2007,PEYTON,MONROE,M,5
2007,PEYTON,NASSAU,F,5
2007,PEYTON,SUFFOLK,M,6
2007,PEYTON,SUFFOLK,F,6
2007,PEYTON,ERIE,M,11
2007,PEYTON,WESTCHESTER,F,5
2007,PEYTON,ERIE,F,9
2007,PETER,MONROE,M,6
2007,PETER,DUTCHESS,M,6
2007,PETER,QUEENS,M,38
2007,PETER,NASSAU,M,22
2007,PETER,ERIE,M,7
2007,PETER,ORANGE,M,5
2007,PETER,RICHMOND,M,17
2007,PETER,NEW YORK,M,11
2007,PETER,BRONX,M,15
2007,PETER,ROCKLAND,M,5
2007,PETER,KINGS,M,25
2007,PETER,WESTCHESTER,M,21
2007,PETER,ONONDAGA,M,5
2007,PETER,SUFFOLK,M,39
2007,PESSY,ORANGE,F,5
2007,PESSY,ROCKLAND,F,6
2007,PESSY,KINGS,F,14
2007,PERLA,SUFFOLK,F,5
2007,PENELOPE,SUFFOLK,F,5
2007,PENELOPE,WESTCHESTER,F,10
2007,PENELOPE,NEW YORK,F,15
2007,PEDRO,BRONX,M,13
2007,PEDRO,NEW YORK,M,10
2007,PEDRO,WESTCHESTER,M,8
2007,PEARL,KINGS,F,23
2007,PAYTON,STEUBEN,F,5
2007,PAYTON,SUFFOLK,F,10
2007,PAYTON,ONONDAGA,F,6
2007,PAUL,WESTCHESTER,M,16
2007,PAUL,KINGS,M,21
2007,PAUL,ONONDAGA,M,10
2007,PAUL,NEW YORK,M,17
2007,PAUL,SUFFOLK,M,21
2007,PAUL,ERIE,M,7
2007,PAUL,NASSAU,M,14
2007,PAUL,QUEENS,M,21
2007,PAUL,MONROE,M,7
2007,PATRICK,ORANGE,M,6
2007,PATRICK,KINGS,M,35
2007,PATRICK,QUEENS,M,26
2007,PATRICK,JEFFERSON,M,5
2007,PATRICK,NEW YORK,M,21
2007,PATRICK,MONROE,M,15
2007,PATRICK,ERIE,M,23
2007,PATRICK,PUTNAM,M,8
2007,PATRICK,DUTCHESS,M,8
2007,PATRICK,ALBANY,M,5
2007,PATRICK,ROCKLAND,M,13
2007,PATRICK,ONONDAGA,M,7
2007,PATRICK,WESTCHESTER,M,24
2007,PATRICK,SUFFOLK,M,44
2007,PATRICK,NASSAU,M,37
2007,PATRICIA,WESTCHESTER,F,5
2007,PATRICIA,NASSAU,F,5
2007,PARKER,MONROE,M,7
2007,PARKER,SUFFOLK,M,8
2007,PARKER,ERIE,M,8
2007,PARKER,NASSAU,M,6
2007,PAIGE,ULSTER,F,7
2007,PAIGE,KINGS,F,11
2007,PAIGE,ALBANY,F,5
2007,PAIGE,ERIE,F,13
2007,PAIGE,SUFFOLK,F,13
2007,PAIGE,NASSAU,F,12
2007,PAIGE,ONONDAGA,F,8
2007,PAIGE,MONROE,F,10
2007,PAIGE,WESTCHESTER,F,8
2007,PAIGE,ORANGE,F,6
2007,PAIGE,NIAGARA,F,6
2007,PAIGE,ONEIDA,F,5
2007,PAIGE,SARATOGA,F,5
2007,PABLO,WESTCHESTER,M,5
2007,OWEN,SUFFOLK,M,29
2007,OWEN,JEFFERSON,M,7
2007,OWEN,NEW YORK,M,35
2007,OWEN,BROOME,M,11
2007,OWEN,ALBANY,M,14
2007,OWEN,TOMPKINS,M,7
2007,OWEN,MADISON,M,5
2007,OWEN,DUTCHESS,M,7
2007,OWEN,ONONDAGA,M,17
2007,OWEN,KINGS,M,32
2007,OWEN,WESTCHESTER,M,19
2007,OWEN,NASSAU,M,26
2007,OWEN,ROCKLAND,M,5
2007,OWEN,ERIE,M,28
2007,OWEN,ULSTER,M,9
2007,OWEN,ORANGE,M,8
2007,OWEN,QUEENS,M,25
2007,OWEN,STEUBEN,M,7
2007,OWEN,ST LAWRENCE,M,6
2007,OWEN,SARATOGA,M,5
2007,OWEN,OSWEGO,M,12
2007,OWEN,WARREN,M,5
2007,OWEN,NIAGARA,M,5
2007,OWEN,CLINTON,M,5
2007,OWEN,MONROE,M,29
2007,OSCAR,SUFFOLK,M,17
2007,OSCAR,ROCKLAND,M,5
2007,OSCAR,NEW YORK,M,26
2007,OSCAR,WESTCHESTER,M,10
2007,OSCAR,NASSAU,M,12
2007,OSCAR,BRONX,M,16
2007,OSCAR,QUEENS,M,34
2007,OSCAR,KINGS,M,41
2007,OMAR,QUEENS,M,33
2007,OMAR,KINGS,M,39
2007,OMAR,NASSAU,M,8
2007,OMAR,BRONX,M,25
2007,OMAR,DUTCHESS,M,6
2007,OMAR,NEW YORK,M,15
2007,OMAR,WESTCHESTER,M,7
2007,OMAR,ERIE,M,5
2007,OMAR,MONROE,M,5
2007,OMAR,ONONDAGA,M,6
2007,OMAR,ORANGE,M,5
2007,OMAR,SUFFOLK,M,8
2007,OLIVIA,ONEIDA,F,20
2007,OLIVIA,FRANKLIN,F,5
2007,OLIVIA,CATTARAUGUS,F,11
2007,OLIVIA,KINGS,F,88
2007,OLIVIA,SARATOGA,F,19
2007,OLIVIA,ST LAWRENCE,F,7
2007,OLIVIA,SCHENECTADY,F,9
2007,OLIVIA,WARREN,F,5
2007,OLIVIA,ORLEANS,F,5
2007,OLIVIA,JEFFERSON,F,8
2007,OLIVIA,NASSAU,F,81
2007,OLIVIA,HERKIMER,F,6
2007,OLIVIA,OSWEGO,F,11
2007,OLIVIA,CAYUGA,F,5
2007,OLIVIA,CHAUTAUQUA,F,8
2007,OLIVIA,SUFFOLK,F,126
2007,OLIVIA,NIAGARA,F,11
2007,OLIVIA,ROCKLAND,F,18
2007,OLIVIA,ULSTER,F,14
2007,OLIVIA,BROOME,F,8
2007,OLIVIA,ORANGE,F,23
2007,OLIVIA,PUTNAM,F,8
2007,OLIVIA,TOMPKINS,F,5
2007,OLIVIA,TIOGA,F,5
2007,OLIVIA,MONROE,F,42
2007,OLIVIA,NEW YORK,F,88
2007,OLIVIA,RICHMOND,F,32
2007,OLIVIA,SULLIVAN,F,6
2007,OLIVIA,ONTARIO,F,11
2007,OLIVIA,WASHINGTON,F,9
2007,OLIVIA,MADISON,F,10
2007,OLIVIA,QUEENS,F,77
2007,OLIVIA,WESTCHESTER,F,43
2007,OLIVIA,ERIE,F,60
2007,OLIVIA,WAYNE,F,8
2007,OLIVIA,COLUMBIA,F,6
2007,OLIVIA,BRONX,F,42
2007,OLIVIA,RENSSELAER,F,18
2007,OLIVIA,DUTCHESS,F,30
2007,OLIVIA,GENESEE,F,5
2007,OLIVIA,ALBANY,F,18
2007,OLIVIA,ONONDAGA,F,40
2007,OLIVIA,STEUBEN,F,6
2007,OLIVER,NASSAU,M,5
2007,OLIVER,MONROE,M,5
2007,OLIVER,NEW YORK,M,42
2007,OLIVER,WESTCHESTER,M,10
2007,OLIVER,KINGS,M,21
2007,OLIVER,SUFFOLK,M,13
2007,OLIVER,ERIE,M,7
2007,OLIVER,QUEENS,M,22
2007,NYLA,KINGS,F,13
2007,NYLA,BRONX,F,12
2007,NORAH,WESTCHESTER,F,5
2007,NORA,SUFFOLK,F,5
2007,NORA,WESTCHESTER,F,6
2007,NORA,KINGS,F,14
2007,NORA,ONONDAGA,F,5
2007,NORA,NASSAU,F,5
2007,NORA,NEW YORK,F,12
2007,NOLAN,BROOME,M,5
2007,NOLAN,SARATOGA,M,6
2007,NOLAN,ERIE,M,13
2007,NOLAN,ONONDAGA,M,7
2007,NOLAN,SUFFOLK,M,10
2007,NOLAN,WESTCHESTER,M,6
2007,NOLAN,MONROE,M,6
2007,NOLAN,DUTCHESS,M,6
2007,NOEL,KINGS,M,10
2007,NOAH,NEW YORK,M,61
2007,NOAH,WAYNE,M,5
2007,NOAH,BROOME,M,14
2007,NOAH,MONROE,M,39
2007,NOAH,RICHMOND,M,13
2007,NOAH,SARATOGA,M,15
2007,NOAH,BRONX,M,37
2007,NOAH,CATTARAUGUS,M,7
2007,NOAH,NIAGARA,M,11
2007,NOAH,RENSSELAER,M,6
2007,NOAH,JEFFERSON,M,13
2007,NOAH,CAYUGA,M,5
2007,NOAH,SCHENECTADY,M,9
2007,NOAH,KINGS,M,68
2007,NOAH,ST LAWRENCE,M,8
2007,NOAH,ULSTER,M,8
2007,NOAH,STEUBEN,M,6
2007,NOAH,ONEIDA,M,15
2007,NOAH,CHAUTAUQUA,M,6
2007,NOAH,CHEMUNG,M,5
2007,NOAH,CLINTON,M,7
2007,NOAH,GENESEE,M,5
2007,NOAH,QUEENS,M,49
2007,NOAH,FULTON,M,5
2007,NOAH,OSWEGO,M,9
2007,NOAH,TOMPKINS,M,7
2007,NOAH,ORANGE,M,16
2007,NOAH,DUTCHESS,M,20
2007,NOAH,ONONDAGA,M,22
2007,NOAH,ALBANY,M,10
2007,NOAH,SUFFOLK,M,44
2007,NOAH,NASSAU,M,34
2007,NOAH,SULLIVAN,M,5
2007,NOAH,ROCKLAND,M,10
2007,NOAH,WESTCHESTER,M,35
2007,NOAH,ERIE,M,45
2007,NOA,WESTCHESTER,F,5
2007,NOA,NEW YORK,F,14
2007,NINA,SUFFOLK,F,10
2007,NINA,NASSAU,F,8
2007,NINA,MONROE,F,7
2007,NINA,WESTCHESTER,F,13
2007,NINA,QUEENS,F,13
2007,NINA,KINGS,F,18
2007,NINA,NEW YORK,F,16
2007,NIKOLAS,NASSAU,M,7
2007,NIKKI,NASSAU,F,5
2007,NIKKI,QUEENS,F,12
2007,NICOLETTE,SUFFOLK,F,13
2007,NICOLETTA,NASSAU,F,5
2007,NICOLE,ERIE,F,6
2007,NICOLE,WESTCHESTER,F,28
2007,NICOLE,NEW YORK,F,36
2007,NICOLE,ROCKLAND,F,10
2007,NICOLE,KINGS,F,75
2007,NICOLE,RICHMOND,F,15
2007,NICOLE,ONONDAGA,F,5
2007,NICOLE,ORANGE,F,7
2007,NICOLE,DUTCHESS,F,7
2007,NICOLE,BRONX,F,24
2007,NICOLE,QUEENS,F,76
2007,NICOLE,SUFFOLK,F,39
2007,NICOLE,NASSAU,F,46
2007,NICOLAS,BRONX,M,14
2007,NICOLAS,ONONDAGA,M,6
2007,NICOLAS,KINGS,M,17
2007,NICOLAS,SUFFOLK,M,22
2007,NICOLAS,NEW YORK,M,29
2007,NICOLAS,QUEENS,M,42
2007,NICOLAS,NASSAU,M,15
2007,NICOLAS,WESTCHESTER,M,13
2007,NICO,ERIE,M,6
2007,NICO,SUFFOLK,M,5
2007,NICHOLAS,SCHUYLER,M,5
2007,NICHOLAS,ALBANY,M,25
2007,NICHOLAS,SCHENECTADY,M,18
2007,NICHOLAS,ROCKLAND,M,22
2007,NICHOLAS,LIVINGSTON,M,5
2007,NICHOLAS,SULLIVAN,M,5
2007,NICHOLAS,NASSAU,M,130
2007,NICHOLAS,ONTARIO,M,11
2007,NICHOLAS,TIOGA,M,6
2007,NICHOLAS,SUFFOLK,M,163
2007,NICHOLAS,ONONDAGA,M,27
2007,NICHOLAS,DUTCHESS,M,26
2007,NICHOLAS,NEW YORK,M,58
2007,NICHOLAS,OSWEGO,M,11
2007,NICHOLAS,QUEENS,M,132
2007,NICHOLAS,ORANGE,M,35
2007,NICHOLAS,WAYNE,M,5
2007,NICHOLAS,PUTNAM,M,17
2007,NICHOLAS,RICHMOND,M,69
2007,NICHOLAS,SARATOGA,M,21
2007,NICHOLAS,CHEMUNG,M,5
2007,NICHOLAS,BROOME,M,8
2007,NICHOLAS,ERIE,M,52
2007,NICHOLAS,MONROE,M,46
2007,NICHOLAS,ORLEANS,M,5
2007,NICHOLAS,NIAGARA,M,17
2007,NICHOLAS,CHAUTAUQUA,M,7
2007,NICHOLAS,ONEIDA,M,18
2007,NICHOLAS,JEFFERSON,M,7
2007,NICHOLAS,ULSTER,M,8
2007,NICHOLAS,WESTCHESTER,M,66
2007,NICHOLAS,STEUBEN,M,7
2007,NICHOLAS,BRONX,M,60
2007,NICHOLAS,WARREN,M,5
2007,NICHOLAS,RENSSELAER,M,9
2007,NICHOLAS,KINGS,M,101
2007,NIA,KINGS,F,30
2007,NIA,QUEENS,F,12
2007,NIA,BRONX,F,14
2007,NEVAEH,ALBANY,F,9
2007,NEVAEH,SCHENECTADY,F,5
2007,NEVAEH,ONONDAGA,F,11
2007,NEVAEH,NIAGARA,F,7
2007,NEVAEH,NEW YORK,F,14
2007,NEVAEH,ORANGE,F,6
2007,NEVAEH,BROOME,F,9
2007,NEVAEH,SUFFOLK,F,14
2007,NEVAEH,ONEIDA,F,7
2007,NEVAEH,ERIE,F,24
2007,NEVAEH,JEFFERSON,F,5
2007,NEVAEH,MONROE,F,15
2007,NEVAEH,WESTCHESTER,F,7
2007,NEVAEH,KINGS,F,45
2007,NEVAEH,BRONX,F,31
2007,NEVAEH,QUEENS,F,19
2007,NELSON,BRONX,M,18
2007,NELSON,KINGS,M,10
2007,NELSON,SUFFOLK,M,7
2007,NELSON,NEW YORK,M,12
2007,NECHAMA,KINGS,F,25
2007,NAYELI,SUFFOLK,F,6
2007,NATHANIEL,DUTCHESS,M,5
2007,NATHANIEL,ONONDAGA,M,6
2007,NATHANIEL,WESTCHESTER,M,15
2007,NATHANIEL,BRONX,M,33
2007,NATHANIEL,QUEENS,M,33
2007,NATHANIEL,ERIE,M,21
2007,NATHANIEL,KINGS,M,55
2007,NATHANIEL,NEW YORK,M,32
2007,NATHANIEL,NASSAU,M,16
2007,NATHANIEL,ALBANY,M,7
2007,NATHANIEL,MONROE,M,10
2007,NATHANIEL,SUFFOLK,M,19
2007,NATHANIEL,SARATOGA,M,6
2007,NATHAN,GENESEE,M,5
2007,NATHAN,OTSEGO,M,5
2007,NATHAN,NASSAU,M,12
2007,NATHAN,NEW YORK,M,28
2007,NATHAN,CHAUTAUQUA,M,7
2007,NATHAN,ERIE,M,64
2007,NATHAN,WESTCHESTER,M,9
2007,NATHAN,KINGS,M,57
2007,NATHAN,SARATOGA,M,12
2007,NATHAN,DUTCHESS,M,7
